Gen	t_n54	t_n55	t_n56	t_n57	t_n58	t_n59	t_n60	t_n61	t_n62	t_n63	t_n64	t_n65	t_n66	t_n67	t_n68	t_n69	t_n70	t_n71	t_n72	t_n73	t_n74	t_n75	t_n76	t_n77	t_n78	t_n79	t_n80	t_n81	t_n82	t_n83	t_n84	t_n85	t_n86	t_n87	t_n88	t_n89	t_n90	t_n91	t_n92	t_n93	t_n94	t_n95	t_n96	t_n97	t_n98	t_n99	t_n100	t_n101	t_n102	t_n103	t_n104	t_n105	mu1	mu2	mu3	mu4	mu5	sigma2_1	sigma2_2	sigma2_3	sigma2_4	sigma2_5	lnL
15090	1.1343513	1.1169105	0.9834846	0.5844585	0.0397636	0.0275271	0.9443123	0.9165971	0.7385930	0.4896995	0.8798221	0.5143578	0.2915053	0.0714377	0.0059561	0.4478798	0.0700574	0.4280800	0.2568602	0.2190290	0.0906509	0.0543144	0.0194610	0.7229096	0.6804835	0.5106077	0.4125570	0.3536506	0.2624911	0.1248695	0.1161054	0.1850624	0.1074754	0.3511203	0.2470294	0.0345764	0.1610087	0.4739353	0.4015224	0.3814013	0.1887016	0.0337804	0.0148990	0.0883796	0.0340526	0.7856793	0.5931159	0.2591715	0.1146342	0.0918006	0.0165986	0.2265530	0.1681340	0.1942216	0.7013838	0.6059818	0.0414602	0.2962253	0.3806395	1.0326214	0.2335656	0.3514685	-606.827
15096	1.1590168	1.1411687	1.0167242	0.6027038	0.0554033	0.0396777	1.0047464	0.9195861	0.7962962	0.4145867	0.9379498	0.4928861	0.2277248	0.1924400	0.0024036	0.4417936	0.1111365	0.3409868	0.2354542	0.1648377	0.0744618	0.0554926	0.0149681	0.7580570	0.6935111	0.5795408	0.5535211	0.4331846	0.3576232	0.1557963	0.0498053	0.3664098	0.1126949	0.4531180	0.2421077	0.1303425	0.2156561	0.4718422	0.3551684	0.2118234	0.0615535	0.0221317	0.0076981	0.1605239	0.0792531	0.6473025	0.6095683	0.3118714	0.1519760	0.0937967	0.0182316	0.1478572	0.1399027	0.2301088	0.6554615	0.5226057	0.0500468	0.1655958	0.6334548	1.0326214	0.1879131	0.3686372	-635.390
15102	1.0786003	1.0223046	1.0134341	0.5772067	0.0754425	0.0400028	1.0029144	0.8876440	0.7921993	0.4062278	0.9673029	0.5105267	0.1810627	0.1540892	0.0004843	0.4938031	0.0973051	0.3981882	0.1970116	0.1343279	0.1270302	0.0909946	0.0423699	0.7957051	0.7394372	0.6353719	0.5170504	0.3651135	0.2910268	0.1614816	0.1417899	0.5284519	0.1283059	0.4439823	0.2797990	0.0716687	0.1354903	0.4263413	0.3128696	0.2388023	0.1057613	0.0548765	0.0075429	0.1334873	0.0397091	0.6342517	0.5972783	0.2450426	0.1515508	0.0445068	0.0178640	0.1963469	0.1377150	0.2016308	0.6470658	0.5367480	0.0478024	0.2025112	0.5144924	1.1489305	0.1879131	0.4685542	-601.190
15108	1.0800163	1.0165699	1.0159231	0.5770732	0.0421915	0.0338486	1.0105724	0.9135365	0.8309008	0.4246587	0.9667362	0.4642431	0.2417880	0.1539989	0.0002459	0.4285448	0.0713449	0.4189452	0.2176549	0.1934476	0.1269558	0.0954230	0.0061063	0.8634081	0.8119884	0.5858898	0.5267288	0.4334419	0.2024424	0.1549269	0.1362788	0.3928499	0.1177705	0.5043510	0.3753280	0.1918494	0.0517413	0.4260915	0.2985969	0.1637932	0.0727630	0.0567823	0.0164166	0.2154706	0.1119703	0.6534464	0.5969284	0.3280438	0.1018969	0.0421906	0.0178535	0.2602006	0.1440282	0.1771859	0.6418773	0.4855520	0.0432252	0.2025112	0.4861565	1.1489305	0.1870932	0.4685542	-632.119
15114	1.0630698	1.0293357	1.0113357	0.5857970	0.0478041	0.0380024	0.9912051	0.8845271	0.8273102	0.3996506	0.9544588	0.5283451	0.3562742	0.1533335	0.0135686	0.4040705	0.1220381	0.3798924	0.2615406	0.2397928	0.1706435	0.0848974	0.0161089	0.8637528	0.7946064	0.5771954	0.5520889	0.3178327	0.2739615	0.1408138	0.0415852	0.1740132	0.0632223	0.5043027	0.1861328	0.1400161	0.1299183	0.5782355	0.4864870	0.3931431	0.0528072	0.0365702	0.0065654	0.1447526	0.0784242	0.8195755	0.5743021	0.2367161	0.1014566	0.0420083	0.0020692	0.2259939	0.1365201	0.1779549	0.6447802	0.5923348	0.0380449	0.1594589	0.4861565	1.0405151	0.1870932	0.6793644	-584.338
15120	1.0805234	1.0458107	1.0422949	0.5830599	0.0556087	0.0296807	1.0421224	0.9691541	0.9034164	0.4617089	1.0247203	0.5075418	0.2647422	0.1558509	0.0014720	0.3842066	0.0866697	0.3192582	0.2242038	0.2014849	0.1410540	0.0871086	0.0158020	0.8576635	0.8072472	0.5866719	0.5179598	0.3759672	0.2554369	0.1730746	0.0609167	0.2933546	0.0669775	0.4442718	0.1937237	0.1423149	0.0977432	0.6696731	0.4014993	0.3995978	0.0426573	0.0222180	0.0091266	0.2102244	0.0797117	0.4883521	0.4034195	0.2893943	0.0570595	0.0384709	0.0005744	0.2297043	0.1307955	0.1712378	0.6343651	0.5827669	0.0339426	0.2184845	0.4321119	1.0405151	0.1609799	0.4755968	-548.012
15126	1.0947251	1.0725083	1.0682368	0.6009790	0.0355130	0.0208179	1.0399941	0.9066434	0.6312426	0.4307974	1.0200666	0.3809926	0.2677426	0.1797069	0.0082891	0.3610561	0.0709718	0.3149680	0.2336444	0.1629768	0.1520441	0.0880958	0.0159811	0.8165681	0.8052902	0.6267181	0.5544574	0.4092641	0.2310546	0.0783232	0.0322957	0.2887771	0.0995229	0.4321797	0.2817409	0.0652055	0.2698261	0.6513230	0.4629567	0.3121134	0.1774848	0.0309121	0.0265936	0.2091374	0.1605960	0.6619984	0.4942395	0.2210789	0.0474864	0.0343082	0.0096152	0.1777594	0.1585554	0.1414316	0.7272512	0.6304716	0.0380134	0.2804419	0.3235292	0.9485440	0.1044805	0.3045272	-581.508
15132	1.0942565	1.0403662	1.0365574	0.5815432	0.0511417	0.0324186	1.0202671	0.8061188	0.7167470	0.4940636	0.9633869	0.5066265	0.2880629	0.2294251	0.0025208	0.3933533	0.0686560	0.3166147	0.2277405	0.1799509	0.1264491	0.0796713	0.0155228	0.8040327	0.7987434	0.5564238	0.4849257	0.2919267	0.2169468	0.0764967	0.0627275	0.4431304	0.0816377	0.5725465	0.2009471	0.1126299	0.1971835	0.4295437	0.3909744	0.3019727	0.1401232	0.0244730	0.0214450	0.2023134	0.1553558	0.5392686	0.2233556	0.2749341	0.0777277	0.0430729	0.0171516	0.2601597	0.1661109	0.1462020	0.6285410	0.6517374	0.0422861	0.2129140	0.2796585	0.9485440	0.0785984	0.3162048	-646.325
15138	1.0981264	1.0699042	1.0522086	0.5806483	0.0357212	0.0305820	1.0289289	1.0068356	0.8670839	0.5015890	0.9772008	0.4695304	0.2884898	0.1981959	0.0066031	0.3523655	0.0687578	0.2992872	0.2114215	0.1659193	0.1375347	0.0818070	0.0240317	0.8148074	0.7999269	0.5237973	0.4046582	0.3925944	0.2223850	0.0781991	0.0615385	0.3314264	0.0817587	0.5856741	0.2012448	0.0766536	0.1736236	0.4275861	0.4000905	0.3125343	0.0959180	0.0315581	0.0205181	0.1607782	0.1322337	0.6078354	0.4090117	0.3277509	0.1151543	0.0431367	0.0145229	0.2543483	0.1532765	0.1343749	0.4529162	0.6507731	0.0508954	0.2013544	0.1999461	0.6740672	0.0932260	0.4665168	-649.531
15144	1.0848121	1.0430475	1.0397551	0.5766788	0.0206816	0.0069954	1.0365286	0.9795774	0.8611562	0.4111293	0.9764490	0.5399320	0.2865176	0.1968410	0.0065579	0.4453218	0.1047374	0.2857886	0.1867731	0.1487536	0.1397007	0.0904980	0.0183962	0.8092371	0.7944583	0.5350361	0.4444467	0.3560733	0.2004049	0.1026356	0.0731345	0.3984347	0.0660326	0.4943772	0.1998691	0.0933654	0.0729738	0.4614768	0.4373405	0.3060963	0.1318693	0.0380348	0.0256753	0.1596790	0.1313297	0.5962466	0.4994636	0.2884603	0.1002333	0.0183024	0.0007358	0.2280246	0.1617821	0.1558090	0.4677520	0.6441550	0.0520738	0.2335111	0.3487777	0.5542727	0.0669367	0.4665168	-685.400
15150	1.1096943	1.1054298	1.0450060	0.5831135	0.0468644	0.0400918	1.0226459	1.0186159	0.7100088	0.4368635	0.9611584	0.4688844	0.2445787	0.2148394	0.0099918	0.4133639	0.1542406	0.2973283	0.2335586	0.1509987	0.1365507	0.1003369	0.0362951	0.7936252	0.7792671	0.6340712	0.5650904	0.5227478	0.2630546	0.1268426	0.0486945	0.3248136	0.0090348	0.4235094	0.2028344	0.1665385	0.2325757	0.3728300	0.2956972	0.2654502	0.1188346	0.0310832	0.0249571	0.1356031	0.0965604	0.6050927	0.5068738	0.3485310	0.0825921	0.0501570	0.0070007	0.2314077	0.1483865	0.1360340	0.5252150	0.6612350	0.0489368	0.2493492	0.3647448	0.6830304	0.0470996	0.2876540	-688.189
15156	1.1373798	1.1240416	1.0928071	0.5840473	0.0536982	0.0389122	1.0919249	0.9139320	0.7486775	0.4721465	1.0564673	0.4565700	0.2666920	0.1782183	0.0017650	0.4074146	0.0882107	0.3454971	0.3087930	0.2816350	0.1694798	0.1000198	0.0187220	0.8869868	0.7870018	0.6040526	0.5207861	0.4875627	0.2249943	0.1552184	0.1025316	0.2504890	0.0329352	0.4144015	0.2499979	0.1681915	0.2173164	0.3883131	0.3489056	0.2591571	0.1009651	0.0318369	0.0252048	0.2021676	0.0774482	0.5961598	0.5119049	0.2720075	0.0732226	0.0479089	0.0077567	0.2491127	0.1468714	0.1539992	0.3738959	0.6150005	0.0491232	0.2229968	0.3647448	0.6206477	0.0695005	0.2876540	-583.423
15162	1.1328306	1.0986065	1.0781848	0.5773759	0.0613032	0.0416915	1.0718572	1.0076645	0.6920021	0.3837497	0.9829280	0.4935556	0.2181439	0.1775054	0.0090115	0.3794581	0.0697833	0.2954734	0.2255150	0.2121812	0.1340308	0.1034812	0.0627302	0.7859825	0.7820305	0.6016366	0.5776029	0.4308333	0.3433835	0.1937703	0.1212835	0.3857843	0.1014895	0.4293063	0.1978632	0.0898312	0.1607121	0.3867600	0.3173576	0.2319030	0.1005613	0.0715563	0.0251040	0.1381181	0.1086185	0.6173402	0.5098574	0.2564589	0.1090587	0.0430700	0.0004074	0.2481163	0.1418027	0.1457108	0.4458577	0.6422593	0.0454716	0.2725740	0.3647448	0.6678597	0.0695005	0.3608092	-601.399
15168	1.0674454	1.0607723	1.0006632	0.5795509	0.0609710	0.0507877	0.9910949	0.9093104	0.8448810	0.3688729	0.9776012	0.4914015	0.2093082	0.1066063	0.0013114	0.3493049	0.1135431	0.2792971	0.2334878	0.1791164	0.1591449	0.0676261	0.0047418	0.7292974	0.7285096	0.5853254	0.5824072	0.3490788	0.3113860	0.1482422	0.1064814	0.2757738	0.0595050	0.4284536	0.1967909	0.0662530	0.2623949	0.3611116	0.3091022	0.2819650	0.1709718	0.0441558	0.0249680	0.1224548	0.0912720	0.9463072	0.6694762	0.3657222	0.1170718	0.0481101	0.0143485	0.3489796	0.1381535	0.1252677	0.5832294	0.6457588	0.0555357	0.2277922	0.4737415	0.7323356	0.0768951	0.4055620	-687.700
15174	1.0687815	1.0568984	1.0098231	0.5803855	0.0611999	0.0393901	1.0061307	0.9064519	0.7118678	0.3712135	0.9812719	0.4509048	0.2399630	0.1401838	0.0051557	0.3364846	0.0688100	0.3134172	0.2544453	0.2003244	0.1514552	0.0659796	0.0094303	0.7320357	0.7047168	0.5875231	0.5709103	0.3857852	0.2576342	0.1439167	0.0770906	0.2081527	0.0734774	0.4909338	0.3516597	0.2115009	0.1255740	0.3280537	0.3244244	0.3125381	0.1343309	0.0516912	0.0088084	0.1188147	0.0785606	0.7449249	0.1650170	0.3923380	0.1278696	0.0656610	0.0122861	0.2474652	0.1350811	0.2012933	0.4091748	0.5759801	0.0539379	0.3097180	0.5362704	0.4880570	0.0885295	0.4055620	-648.231
15180	1.0252359	0.9994839	0.9959649	0.5779442	0.0615541	0.0500767	0.9765766	0.8622888	0.7159877	0.5241560	0.9369835	0.5568090	0.1749811	0.1095103	0.0051855	0.4523755	0.0848314	0.3186672	0.1734251	0.1374664	0.1199873	0.0623889	0.0254553	0.7521165	0.7033886	0.5618067	0.3995615	0.3036297	0.2858076	0.1797616	0.1110379	0.2523417	0.1196006	0.4951876	0.2593949	0.1318102	0.0910803	0.5094644	0.2742157	0.2469237	0.1097151	0.0403873	0.0399229	0.1010884	0.0726640	0.5222466	0.3865689	0.2587085	0.1260011	0.0512747	0.0053045	0.2070831	0.1760008	0.1629968	0.4068203	0.5726658	0.0601812	0.3054258	0.4418083	0.4515404	0.0509135	0.2890436	-685.922
15186	1.0152730	1.0085478	0.9941870	0.5813769	0.0524117	0.0443708	0.9621292	0.7873892	0.6391872	0.4089128	0.9603781	0.4000063	0.2809500	0.1084462	0.0008012	0.3118257	0.0794472	0.2634135	0.1615957	0.1328987	0.1238970	0.0617826	0.0154982	0.7448077	0.6720842	0.6005445	0.4920743	0.4479850	0.3132226	0.1721333	0.1233975	0.4830098	0.2136116	0.4418022	0.2568742	0.1305293	0.2194484	0.5090240	0.3094123	0.2993218	0.1410507	0.0864088	0.0597048	0.1253572	0.0819594	0.7470073	0.6019008	0.2597969	0.0901734	0.0294344	0.0052530	0.2492722	0.1789738	0.1645963	0.4850718	0.5697713	0.0588041	0.2498276	0.3256209	0.4515404	0.0480872	0.2859975	-623.426
15192	1.0134349	0.9979684	0.9769364	0.5783283	0.0308423	0.0178315	0.9545055	0.8873987	0.8672764	0.3865288	0.9011673	0.3704231	0.2277991	0.1398839	0.0111265	0.3282171	0.0620893	0.2034346	0.1510928	0.1236497	0.0979686	0.0665894	0.0054558	0.7416937	0.7100500	0.5503119	0.5273692	0.4816264	0.3800248	0.2896154	0.2862428	0.3590172	0.1650719	0.5488214	0.2558001	0.0592943	0.1290228	0.3685804	0.3212579	0.2664293	0.1232278	0.0265280	0.0089196	0.1015433	0.0816167	0.8405302	0.7311587	0.5811413	0.0800445	0.0625695	0.0106695	0.2808101	0.1511098	0.1904895	0.4605403	0.5721636	0.0599702	0.1878618	0.3843174	0.4720964	0.0757358	0.2864602	-633.307
15198	1.0145703	1.0115895	0.9976977	0.5809141	0.0339040	0.0179113	0.9838678	0.9297856	0.7440381	0.4159219	0.9601022	0.4039203	0.1687758	0.1287568	0.0117383	0.3077235	0.0821277	0.2570954	0.1896285	0.1603468	0.1072047	0.0652959	0.0171855	0.7668293	0.6894497	0.4884087	0.4728374	0.3149622	0.2099768	0.1158835	0.0331193	0.3622703	0.1243248	0.3992505	0.2569439	0.1772250	0.1022706	0.4945069	0.3394755	0.2317264	0.1237788	0.0257007	0.0152552	0.1019973	0.0688109	0.8007601	0.5519221	0.4039180	0.0811845	0.0405254	0.0056348	0.3917913	0.1504372	0.1821376	0.5824045	0.5696167	0.0648084	0.1484704	0.3397479	0.5552681	0.0550575	0.1977041	-580.456
15204	1.0145703	0.9698282	0.9587896	0.5782697	0.0339040	0.0263195	0.9475321	0.9022085	0.6557522	0.4216101	0.8898713	0.4036303	0.2131112	0.1453201	0.0018296	0.2954243	0.0821277	0.2732930	0.1896285	0.1575181	0.0820284	0.0525682	0.0065005	0.7638639	0.7187590	0.4733040	0.4402004	0.3518251	0.2564188	0.1383265	0.1090677	0.3790634	0.1243248	0.4389194	0.2585044	0.0085864	0.2372935	0.5129990	0.3877590	0.3152821	0.1237788	0.0310830	0.0242300	0.1086739	0.0318485	0.7633767	0.5700252	0.4039180	0.0811728	0.0456475	0.0088683	0.3917913	0.1504372	0.1821376	0.5535196	0.5882225	0.0606452	0.1834760	0.3705951	0.6462339	0.0843919	0.1977041	-602.218
15210	1.0399171	0.9681807	0.9508451	0.5820046	0.0453511	0.0279000	0.9271604	0.8262984	0.7520833	0.5081980	0.9260481	0.4036303	0.2131112	0.0375748	0.0011731	0.3578879	0.0492945	0.2761395	0.2134557	0.1851583	0.1210729	0.1071912	0.0680476	0.7278378	0.7187590	0.5006208	0.3913003	0.2257118	0.2027357	0.1018434	0.0719528	0.4670169	0.1243248	0.3972150	0.2604189	0.0190659	0.0908543	0.5021892	0.3719298	0.3515016	0.2108535	0.0254614	0.0242300	0.1156099	0.0839650	0.6117070	0.5700252	0.4039180	0.0795175	0.0734424	0.0182639	0.3327048	0.1489959	0.1821376	0.5535196	0.5921624	0.0610040	0.1507049	0.6324867	0.5724578	0.0696211	0.2254472	-675.994
15216	0.9533877	0.9441185	0.8841755	0.5804669	0.0403677	0.0276528	0.8839911	0.8571076	0.6644252	0.4312529	0.8555018	0.4349602	0.2112227	0.1346326	0.0029575	0.3541972	0.0488577	0.3062240	0.2017435	0.1638201	0.1205358	0.0651224	0.0203212	0.7213881	0.6812274	0.4495358	0.3851720	0.3334228	0.1895990	0.1152401	0.0583286	0.4124338	0.0639421	0.4675096	0.2937882	0.1887146	0.2505955	0.5150581	0.3782642	0.2491015	0.1283895	0.0385582	0.0041187	0.1373375	0.0832209	0.6288820	0.5649739	0.3853036	0.0788128	0.0701643	0.0299245	0.2513254	0.1503280	0.1837661	0.5584685	0.5839211	0.0606361	0.1714329	0.5083046	0.4287644	0.1129208	0.2686985	-686.024
15222	0.9438971	0.9230361	0.9132354	0.5799915	0.0484174	0.0296403	0.8876342	0.8095488	0.6576714	0.4387941	0.8511728	0.4861063	0.2262567	0.1167964	0.0074874	0.3383649	0.0527192	0.3026695	0.2346058	0.1890530	0.1313332	0.0888748	0.0464025	0.7219861	0.6748331	0.5037812	0.3581676	0.2395147	0.1611822	0.0651732	0.0583769	0.3654512	0.0639952	0.5433272	0.2719163	0.1868215	0.1455149	0.4392700	0.3335596	0.2444348	0.1284960	0.0360370	0.0123533	0.1188480	0.0701692	0.7045234	0.5990723	0.3226100	0.1070026	0.0987667	0.0052632	0.2694142	0.1502035	0.1579493	0.5975448	0.5834374	0.0570564	0.1920393	0.6764428	0.3797253	0.1129208	0.2066812	-607.680
15228	0.9725195	0.9548980	0.9404436	0.5788443	0.0433295	0.0367932	0.9025257	0.7245576	0.6466122	0.4414200	0.8731021	0.4578081	0.1929377	0.1261928	0.0099565	0.3810327	0.0594534	0.3209455	0.2112565	0.1983065	0.1596902	0.0739619	0.0250159	0.7263067	0.6936603	0.5621540	0.4619782	0.2309001	0.1431942	0.0771557	0.0587263	0.2612682	0.0643781	0.5465787	0.2641095	0.0577844	0.0820403	0.4421343	0.3355557	0.2585322	0.1556683	0.0298074	0.0040934	0.0785941	0.0667908	0.6344298	0.3833382	0.3931129	0.1391246	0.0300332	0.0145607	0.2710265	0.1198794	0.1570097	0.5304644	0.5895919	0.0560363	0.1981769	0.5029808	0.3283142	0.1214075	0.3532540	-570.577
15234	0.9592165	0.9541288	0.9527410	0.5767330	0.0361103	0.0235202	0.9432225	0.8599189	0.7806130	0.4397935	0.9036609	0.4925493	0.1933468	0.1120076	0.0070233	0.3893691	0.0601286	0.3102721	0.2381799	0.1308286	0.0876729	0.0574550	0.0117117	0.7260829	0.6911043	0.4795492	0.4132816	0.3929916	0.2036660	0.1339034	0.0904052	0.2669104	0.0960465	0.4254779	0.2345397	0.0388500	0.1287183	0.3973163	0.3719273	0.3365261	0.0924329	0.0236622	0.0087247	0.1814926	0.0838657	0.6320921	0.4662186	0.3429648	0.0833655	0.0639742	0.0145070	0.2740627	0.1231388	0.1611789	0.5324262	0.6682977	0.0512840	0.1903575	0.3222061	0.3419832	0.0932546	0.2610564	-629.591
15240	0.9441097	0.9371620	0.9301050	0.5820397	0.0402268	0.0296594	0.8751725	0.8537818	0.7804245	0.3335662	0.8642895	0.4697536	0.2766928	0.2132736	0.0038755	0.3407421	0.0638185	0.2525783	0.1689239	0.1134013	0.1034531	0.0744774	0.0124235	0.7215715	0.6909375	0.5650264	0.4930793	0.4525539	0.1530416	0.1363719	0.0958268	0.3111778	0.0785138	0.4582742	0.2344831	0.1054220	0.1286872	0.5023427	0.3992636	0.2775589	0.2209201	0.0586281	0.0147113	0.1673195	0.1104558	0.5990065	0.3262954	0.2897939	0.1598635	0.0097268	0.0049628	0.2154749	0.1174068	0.1612178	0.4661628	0.5786649	0.0480721	0.2423408	0.2786617	0.2837026	0.1387615	0.2610564	-672.222
15246	0.9563488	0.9488205	0.9292641	0.5773521	0.0498172	0.0400875	0.9195834	0.8840905	0.7789113	0.4740412	0.9121022	0.5730463	0.2764620	0.2128601	0.0018718	0.3940449	0.0720441	0.3307437	0.1664434	0.1110555	0.1077115	0.0591818	0.0396388	0.7314937	0.7110623	0.5645514	0.5092901	0.3631997	0.2670511	0.1830815	0.1164996	0.3264956	0.1025402	0.4573857	0.2161212	0.0346373	0.1430052	0.5115418	0.3984895	0.3126149	0.1674834	0.0360126	0.0143026	0.1575024	0.0550507	0.5978451	0.3560083	0.3884816	0.0861333	0.0413174	0.0096417	0.3832467	0.1278607	0.1615310	0.4670684	0.5568463	0.0613169	0.2423408	0.2577225	0.2837026	0.1489753	0.1992593	-684.198
15252	0.9854136	0.9626605	0.9576323	0.5779353	0.0759985	0.0423959	0.9476923	0.8662987	0.7309964	0.4745200	0.9130234	0.5730230	0.2767413	0.1946526	0.0016513	0.4589520	0.1020057	0.3616128	0.2151664	0.1342147	0.0945868	0.0867465	0.0102515	0.7219516	0.6913361	0.4866593	0.4723705	0.3894600	0.3165483	0.2809520	0.1020464	0.2642292	0.1121711	0.4683569	0.2618795	0.0358915	0.1431497	0.5444938	0.4220593	0.3050823	0.1328231	0.0590744	0.0143171	0.1268536	0.0478232	0.5984490	0.4400027	0.3888740	0.0836568	0.0658821	0.0030410	0.3509871	0.1384622	0.1425274	0.5427412	0.5395552	0.0612551	0.2783985	0.2482140	0.5547790	0.0944949	0.1992593	-593.525
15258	0.9949668	0.9937287	0.9819205	0.5789776	0.0767353	0.0343726	0.9309379	0.8679957	0.8040298	0.4564485	0.9174736	0.5292955	0.2794242	0.1408469	0.0015810	0.3950695	0.0358374	0.3449092	0.2315790	0.2023811	0.1406794	0.0923294	0.0275422	0.7289507	0.6795410	0.5394294	0.5362351	0.4527624	0.3137536	0.2404940	0.0570265	0.3796351	0.1876618	0.4728974	0.2391908	0.1508503	0.1472578	0.4508713	0.3970171	0.2575904	0.1760697	0.0325581	0.0306305	0.1038210	0.0755397	0.6042507	0.3555413	0.3996966	0.0844679	0.0665208	0.0102241	0.2791511	0.1679466	0.1343120	0.4867027	0.5553382	0.0564509	0.3353287	0.2936875	0.5002919	0.1437973	0.2607518	-656.281
15264	1.0604255	1.0514139	1.0066389	0.5789776	0.0625979	0.0412855	0.9669586	0.9394797	0.7805415	0.4604868	0.9556567	0.6038631	0.2052242	0.1415055	0.0074010	0.4081711	0.0498174	0.3617875	0.2306028	0.2140012	0.1614556	0.1099442	0.0228803	0.7227525	0.6961688	0.5467083	0.4019367	0.2426264	0.2193137	0.1437144	0.1092509	0.4356507	0.1741859	0.5254562	0.1789493	0.0124597	0.1875699	0.4168469	0.3679889	0.3023343	0.1526709	0.0237793	0.0098748	0.0970484	0.0723659	0.6042507	0.1691682	0.3881312	0.1457385	0.0424112	0.0067156	0.3483937	0.1498090	0.1551289	0.4753539	0.5051387	0.0471954	0.3805707	0.3033582	0.7037946	0.1314458	0.2607518	-640.592
15270	1.0258070	1.0080329	1.0032783	0.5924934	0.0685898	0.0328940	0.9551367	0.9166288	0.7817145	0.4631281	0.9518641	0.5564570	0.1894588	0.1417182	0.0012861	0.4610805	0.0931250	0.3629640	0.2706055	0.1732200	0.1667213	0.1109141	0.0470104	0.7318028	0.6972150	0.5635058	0.4682443	0.3952675	0.2492860	0.1202139	0.0903195	0.2574761	0.0709458	0.5281233	0.3341085	0.2076018	0.1391416	0.4909108	0.3888224	0.3391054	0.1182192	0.0259524	0.0152682	0.0969566	0.0358857	0.5857147	0.3614075	0.3495058	0.1459576	0.0291773	0.0021972	0.2948821	0.1359928	0.1548961	0.5582436	0.5187648	0.0409698	0.4476190	0.3773044	0.5250063	0.1068741	0.2432329	-609.775
15276	1.0181913	1.0083302	0.9920211	0.5819701	0.0521528	0.0269194	0.9690337	0.9563547	0.7949918	0.4595873	0.9090648	0.4918570	0.2581984	0.0973039	0.0043728	0.4071138	0.0581699	0.3476864	0.2645252	0.2276304	0.1735762	0.1393609	0.0246391	0.7638582	0.7488590	0.5662373	0.4809674	0.4525919	0.3067221	0.2585650	0.0821521	0.3708086	0.0925149	0.5832014	0.2808068	0.2303898	0.0467628	0.6029974	0.4577582	0.3943899	0.2616027	0.0641780	0.0151515	0.0619950	0.0510804	0.8621116	0.7550718	0.3432369	0.0745748	0.0691439	0.0162555	0.3380265	0.1562971	0.1488448	0.4712404	0.5227614	0.0433062	0.3432243	0.5143067	0.3695959	0.1051714	0.4391058	-647.725
15282	1.0197553	0.9750341	0.9672787	0.5871592	0.0627029	0.0298718	0.9566674	0.8552056	0.8329485	0.4173573	0.9564079	0.4926125	0.2624654	0.1257971	0.0034849	0.4066338	0.0565104	0.3065932	0.2437720	0.2294001	0.2036584	0.0854420	0.0246769	0.7653251	0.7576418	0.5699575	0.5057479	0.4652951	0.2913447	0.1717357	0.1120183	0.2719519	0.0719014	0.5942069	0.2812382	0.2307437	0.1179131	0.4644619	0.4118767	0.3696714	0.1764290	0.0209012	0.0099659	0.1230857	0.0950628	0.7926915	0.7562317	0.2478746	0.0814864	0.0650887	0.0026940	0.2274722	0.1405354	0.1864678	0.4732285	0.5258848	0.0459232	0.2950410	0.5143067	0.3655137	0.2378792	0.3180479	-548.169
15288	0.9872234	0.9713327	0.9710892	0.5841614	0.0629612	0.0486229	0.9335263	0.8322103	0.7031942	0.5780628	0.9081739	0.4263689	0.2380703	0.1263152	0.0031167	0.3741007	0.0623064	0.2769039	0.2103125	0.2073406	0.1653361	0.0476963	0.0093870	0.7815707	0.7701887	0.6114109	0.4514783	0.3610683	0.2845079	0.1364816	0.1002138	0.2487139	0.1344853	0.6118682	0.3423554	0.2316941	0.1183988	0.5050860	0.3797249	0.2713190	0.1975277	0.0203447	0.0068798	0.2122383	0.1545923	0.9015453	0.8030553	0.2666888	0.0818221	0.0607413	0.0418563	0.2404412	0.1448919	0.2152737	0.5425392	0.4950504	0.0414957	0.3901606	0.6997505	0.4615651	0.1222367	0.3623002	-670.930
15294	0.9589241	0.9427812	0.9350598	0.5804280	0.0557385	0.0444595	0.9033713	0.7724702	0.6246833	0.5739361	0.8815320	0.4431154	0.1923361	0.0871490	0.0044954	0.3246708	0.1208958	0.2752760	0.2101831	0.1871911	0.1434900	0.0707807	0.0677938	0.7713365	0.7646904	0.5876570	0.5259291	0.3521425	0.1900302	0.1658976	0.1016172	0.2567632	0.1335253	0.5463516	0.3076161	0.1850790	0.1193500	0.5199560	0.3979929	0.2790101	0.1724839	0.0408744	0.0205014	0.1937345	0.1651684	0.8561817	0.5364788	0.3828485	0.1289432	0.0454902	0.0144605	0.3562102	0.1784188	0.1628750	0.4739298	0.4986099	0.0426914	0.5981851	0.9030190	0.4688009	0.1189461	0.1734329	-653.605
